Anos_de_Atraso;CO_PESSOA_FISICA;NU_ANO;Raça/Cor;etapa;idade_calculada;Sexo;Zona Residencial;Evasao;rep;prom;Probabilidade de Evasão;Probabilidade de Repetência;Probabilidade de Promoção
3.0;119132683064;2006;Parda;3.0;11;Feminino;Urbana;0;1;0;27.0;28.0;45.0
6.0;119558326410;2004;Não Declarada;2.0;13;Masculino;Urbana;0;1;0;22.0;69.0;8.0
5.0;120009596363;2004;Parda;3.0;13;Masculino;Urbana;0;1;0;19.0;63.0;18.0
3.0;122507399944;2007;Branco;2.0;10;Feminino;Urbana;0;0;1;38.0;28.0;35.0
4.0;116511862274;2005;Não Declarada;3.0;12;Masculino;Urbana;0;1;0;23.0;49.0;28.0
3.0;124002570605;2006;Branco;3.0;11;Feminino;Urbana;1;0;0;28.0;26.0;46.0
3.0;122944847030;2006;Parda;3.0;11;Masculino;Urbana;1;0;0;27.0;31.0;42.0
5.0;112977148654;2004;Não Declarada;3.0;13;Masculino;Urbana;0;1;0;19.0;63.0;18.0
6.0;114030066100;2003;Não Declarada;3.0;14;Feminino;Urbana;1;0;0;16.0;71.0;13.0
3.0;121898661382;2006;Parda;3.0;11;Feminino;Rural;0;1;0;58.0;21.0;21.0
4.0;121913470376;2006;Parda;2.0;11;Masculino;Urbana;0;0;1;31.0;50.0;20.0
4.0;130429146824;2006;Não Declarada;2.0;11;Masculino;Urbana;0;1;0;31.0;50.0;20.0
4.0;122456280392;2005;Branco;3.0;12;Masculino;Urbana;0;1;0;23.0;47.0;30.0
1.0;127384786893;2008;Não Declarada;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
0.0;126074853710;2009;Branco;3.0;8;Masculino;Urbana;0;0;1;30.0;2.0;68.0
0.0;124402840170;2009;Não Declarada;3.0;8;Masculino;Urbana;0;0;1;30.0;2.0;68.0
3.0;124327912238;2006;Parda;3.0;11;Masculino;Urbana;0;1;0;27.0;31.0;42.0
1.0;123649207361;2008;Branco;3.0;9;Masculino;Urbana;0;0;1;30.0;5.0;64.0
0.0;123827946238;2009;Parda;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
1.0;123857970110;2008;Não Declarada;3.0;9;Feminino;Urbana;1;0;0;30.0;5.0;65.0
1.0;122483642100;2008;Não Declarada;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
1.0;123857915446;2008;Não Declarada;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
1.0;123777759006;2008;Parda;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;122942563442;2008;Preta;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;123767076410;2008;Branco;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;123767048719;2008;Branco;3.0;9;Masculino;Urbana;0;0;1;30.0;5.0;64.0
0.0;123571550942;2009;Branco;3.0;8;Feminino;Urbana;1;0;0;29.0;2.0;69.0
1.0;123162995808;2008;Parda;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
2.0;122941672361;2007;Parda;3.0;10;Feminino;Urbana;0;0;1;29.0;13.0;57.0
0.0;122266971289;2009;Parda;3.0;8;Feminino;Urbana;1;0;0;29.0;2.0;69.0
3.0;119824252702;2006;Não Declarada;3.0;11;Feminino;Urbana;0;0;1;27.0;28.0;45.0
2.0;121773742867;2007;Parda;3.0;10;Masculino;Urbana;0;1;0;30.0;15.0;55.0
2.0;122453315675;2007;Preta;3.0;10;Feminino;Urbana;0;1;0;29.0;13.0;57.0
5.0;119647130723;2004;Parda;3.0;13;Feminino;Urbana;0;1;0;19.0;61.0;20.0
0.0;125948155780;2011;Parda;1.0;6;Feminino;Urbana;1;0;0;49.0;3.0;49.0
1.0;125355493016;2010;Parda;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
1.0;125353264265;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;126166191560;2010;Branco;1.0;7;Masculino;Urbana;1;0;0;52.0;7.0;42.0
0.0;125353111604;2011;Branco;1.0;6;Masculino;Urbana;1;0;0;49.0;3.0;48.0
0.0;123835220747;2011;Branco;1.0;6;Feminino;Urbana;1;0;0;48.0;2.0;49.0
0.0;124411372478;2011;Parda;1.0;6;Masculino;Urbana;1;0;0;50.0;3.0;47.0
1.0;124411360380;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
1.0;124649506963;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;124414481537;2010;Preta;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
1.0;124412936138;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;123764306580;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;123362561348;2010;Branco;1.0;7;Masculino;Urbana;1;0;0;52.0;7.0;42.0
2.0;124159062988;2009;Preta;1.0;8;Masculino;Urbana;0;1;0;51.0;18.0;31.0
1.0;124234607320;2010;Parda;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
0.0;124234486433;2011;Parda;1.0;6;Feminino;Urbana;1;0;0;49.0;3.0;49.0
1.0;124330135263;2010;Não Declarada;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
0.0;124326935234;2011;Branco;1.0;6;Masculino;Urbana;1;0;0;49.0;3.0;48.0
1.0;123808219849;2010;Não Declarada;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
0.0;123166290833;2009;Branco;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
2.0;122385552344;2007;Preta;3.0;10;Masculino;Urbana;0;1;0;30.0;15.0;55.0
2.0;123677443007;2009;Branco;1.0;8;Feminino;Urbana;0;1;0;51.0;14.0;34.0
1.0;122947450352;2010;Preta;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
2.0;122998271536;2009;Branco;1.0;8;Feminino;Urbana;1;0;0;51.0;14.0;34.0
1.0;122946259195;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
1.0;130132361590;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
1.0;149950243873;2008;Branco;3.0;9;Feminino;Urbana;1;0;0;30.0;5.0;65.0
1.0;130098445064;2008;Não Declarada;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;127625214833;2008;Branco;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
0.0;123300001977;2009;Não Declarada;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
1.0;122506112200;2008;Parda;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
0.0;122977682065;2009;Preta;3.0;8;Masculino;Urbana;0;0;1;30.0;2.0;68.0
1.0;121626555000;2008;Branco;3.0;9;Masculino;Urbana;0;0;1;30.0;5.0;64.0
1.0;122384083715;2008;Branco;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
0.0;124162001196;2009;Parda;3.0;8;Masculino;Urbana;0;0;1;30.0;2.0;68.0
0.0;123159808520;2009;Parda;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
2.0;122691494755;2007;Não Declarada;3.0;10;Masculino;Rural;1;0;0;62.0;11.0;28.0
0.0;124341016589;2009;Branco;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
0.0;124226238671;2009;Não Declarada;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
3.0;123805321251;2006;Parda;3.0;11;Feminino;Urbana;0;0;1;27.0;28.0;45.0
0.0;123163117090;2009;Parda;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
3.0;123313757471;2006;Branco;3.0;11;Feminino;Urbana;0;0;1;28.0;26.0;46.0
1.0;123204854069;2008;Branco;3.0;9;Masculino;Urbana;0;1;0;30.0;5.0;64.0
1.0;122977599087;2008;Branco;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;123160841170;2008;Parda;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
2.0;121713072776;2007;Preta;3.0;10;Feminino;Urbana;0;1;0;29.0;13.0;57.0
2.0;120718248731;2007;Não Declarada;3.0;10;Masculino;Urbana;0;1;0;30.0;15.0;55.0
1.0;121627259758;2008;Branco;3.0;9;Masculino;Urbana;1;0;0;30.0;5.0;64.0
1.0;122506055648;2008;Parda;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;121710267401;2006;Parda;5.0;11;Feminino;Urbana;0;0;1;14.0;4.0;81.0
0.0;120701342888;2007;Parda;5.0;10;Masculino;Urbana;0;0;1;15.0;2.0;83.0
1.0;121427657857;2006;Parda;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
3.0;120805952100;2004;Não Declarada;5.0;13;Feminino;Urbana;0;0;1;12.0;22.0;65.0
0.0;122546995390;2007;Não Declarada;5.0;10;Feminino;Urbana;0;0;1;15.0;2.0;83.0
1.0;119870063054;2006;Não Declarada;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
2.0;119871163729;2005;Branco;5.0;12;Masculino;Urbana;0;0;1;14.0;10.0;75.0
1.0;121510686419;2006;Parda;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
0.0;120671675884;2007;Branco;5.0;10;Feminino;Urbana;0;0;1;15.0;1.0;83.0
2.0;121732836697;2005;Preta;5.0;12;Masculino;Urbana;1;0;0;14.0;12.0;74.0
2.0;121440935636;2005;Branco;5.0;12;Masculino;Urbana;0;0;1;14.0;10.0;75.0
2.0;120573474949;2005;Parda;5.0;12;Masculino;Urbana;0;0;1;14.0;12.0;74.0
1.0;121625195930;2006;Branco;5.0;11;Feminino;Urbana;0;0;1;15.0;4.0;82.0
1.0;121423823396;2006;Parda;5.0;11;Feminino;Urbana;0;0;1;14.0;4.0;81.0
1.0;121401977129;2006;Parda;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
0.0;119785182265;2007;Branco;5.0;10;Masculino;Urbana;1;0;0;15.0;2.0;83.0
1.0;121714546011;2006;Preta;5.0;11;Feminino;Urbana;0;0;1;14.0;4.0;81.0
1.0;120671409068;2006;Branco;5.0;11;Masculino;Urbana;0;0;1;15.0;4.0;81.0
1.0;120545754100;2006;Parda;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
3.0;122127328808;2004;Não Declarada;5.0;13;Masculino;Urbana;1;0;0;13.0;25.0;63.0
0.0;121652950760;2007;Parda;5.0;10;Feminino;Urbana;0;0;1;15.0;2.0;83.0
2.0;118994302530;2005;Parda;5.0;12;Masculino;Urbana;0;0;1;14.0;12.0;74.0
2.0;119212914607;2005;Parda;5.0;12;Masculino;Urbana;1;0;0;14.0;12.0;74.0
2.0;120673932604;2005;Branco;5.0;12;Feminino;Urbana;0;0;1;14.0;9.0;77.0
1.0;118276838218;2006;Branco;5.0;11;Masculino;Urbana;0;0;1;15.0;4.0;81.0
1.0;123561158705;2007;Parda;4.0;10;Masculino;Urbana;1;0;0;21.0;5.0;73.0
1.0;121922022291;2007;Branco;4.0;10;Masculino;Urbana;1;0;0;22.0;5.0;74.0
3.0;118342047805;2005;Preta;4.0;12;Feminino;Rural;1;0;0;50.0;20.0;30.0
3.0;123362350487;2005;Parda;4.0;12;Masculino;Urbana;0;0;1;19.0;28.0;53.0
2.0;122359130403;2006;Preta;4.0;11;Feminino;Urbana;0;0;1;20.0;12.0;68.0
1.0;121995055378;2007;Branco;4.0;10;Feminino;Urbana;0;0;1;21.0;4.0;75.0
0.0;121448422131;2008;Não Declarada;4.0;9;Feminino;Urbana;0;0;1;21.0;2.0;77.0
3.0;121440026652;2005;Parda;4.0;12;Masculino;Urbana;0;0;1;19.0;28.0;53.0
2.0;121611544350;2006;Preta;4.0;11;Masculino;Urbana;0;0;1;21.0;13.0;66.0
3.0;123278706403;2005;Parda;4.0;12;Masculino;Urbana;0;0;1;19.0;28.0;53.0
1.0;122555608361;2007;Não Declarada;4.0;10;Masculino;Rural;0;0;1;51.0;4.0;45.0
1.0;123856827969;2007;Branco;4.0;10;Feminino;Urbana;0;0;1;21.0;4.0;75.0
1.0;119157516404;2007;Não Declarada;4.0;10;Masculino;Urbana;0;0;1;21.0;5.0;73.0
1.0;123824530014;2007;Não Declarada;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
1.0;123477777858;2007;Não Declarada;4.0;10;Masculino;Urbana;1;0;0;21.0;5.0;73.0
2.0;121418529434;2006;Parda;4.0;11;Masculino;Urbana;0;0;1;21.0;13.0;66.0
1.0;121448732912;2007;Parda;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
2.0;121913262773;2006;Parda;4.0;11;Masculino;Urbana;0;0;1;21.0;13.0;66.0
2.0;121114259909;2006;Branco;4.0;11;Feminino;Urbana;1;0;0;21.0;11.0;69.0
0.0;121178452742;2008;Não Declarada;4.0;9;Feminino;Urbana;0;0;1;21.0;2.0;77.0
2.0;120534812855;2006;Branco;4.0;11;Masculino;Rural;1;0;0;52.0;9.0;39.0
2.0;120836682199;2006;Branco;4.0;11;Feminino;Rural;0;0;1;52.0;8.0;40.0
4.0;121127728643;2004;Parda;4.0;13;Masculino;Urbana;0;0;1;16.0;46.0;38.0
2.0;121419143297;2006;Parda;4.0;11;Feminino;Urbana;0;0;1;20.0;12.0;68.0
2.0;122371551359;2007;Preta;3.0;10;Feminino;Urbana;0;1;0;29.0;13.0;57.0
4.0;122717858392;2005;Preta;3.0;12;Feminino;Urbana;1;0;0;23.0;47.0;30.0
3.0;121799242594;2006;Parda;3.0;11;Feminino;Urbana;0;1;0;27.0;28.0;45.0
1.0;124033152902;2008;Parda;3.0;9;Feminino;Urbana;1;0;0;30.0;5.0;65.0
3.0;123677456842;2006;Branco;3.0;11;Masculino;Urbana;0;1;0;28.0;28.0;44.0
1.0;123676464493;2008;Preta;3.0;9;Masculino;Urbana;1;0;0;30.0;6.0;64.0
1.0;122947927779;2008;Parda;3.0;9;Masculino;Urbana;1;0;0;30.0;6.0;64.0
3.0;121669048313;2006;Parda;3.0;11;Masculino;Urbana;0;0;1;27.0;31.0;42.0
2.0;121851209998;2007;Parda;3.0;10;Masculino;Urbana;0;1;0;30.0;15.0;55.0
2.0;121830664661;2007;Parda;3.0;10;Masculino;Urbana;0;0;1;30.0;15.0;55.0
1.0;121449372227;2008;Parda;3.0;9;Masculino;Urbana;0;1;0;30.0;6.0;64.0
2.0;122825176795;2007;Parda;3.0;10;Feminino;Urbana;0;1;0;29.0;13.0;57.0
1.0;122193405629;2008;Preta;3.0;9;Feminino;Urbana;0;1;0;30.0;5.0;65.0
2.0;122054706980;2007;Branco;3.0;10;Feminino;Urbana;0;0;1;30.0;12.0;58.0
0.0;157679573980;2008;Parda;4.0;9;Feminino;Urbana;1;0;0;21.0;2.0;77.0
0.0;122424284031;2008;Parda;4.0;9;Masculino;Urbana;0;0;1;22.0;2.0;76.0
1.0;124269970951;2007;Preta;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
4.0;119402726372;2004;Parda;4.0;13;Masculino;Urbana;0;0;1;16.0;46.0;38.0
0.0;126051916562;2008;Parda;4.0;9;Feminino;Urbana;0;0;1;21.0;2.0;77.0
1.0;121939508907;2007;Branco;4.0;10;Feminino;Urbana;0;0;1;21.0;4.0;75.0
3.0;120894013547;2005;Não Declarada;4.0;12;Masculino;Urbana;0;0;1;19.0;28.0;53.0
1.0;124326362102;2007;Preta;4.0;10;Masculino;Urbana;0;0;1;21.0;5.0;73.0
1.0;123618183100;2007;Não Declarada;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
1.0;121930814096;2007;Parda;4.0;10;Masculino;Urbana;0;0;1;21.0;5.0;73.0
2.0;121600880648;2006;Branco;4.0;11;Feminino;Urbana;0;0;1;21.0;11.0;69.0
2.0;120553425411;2006;Parda;4.0;11;Masculino;Urbana;0;0;1;21.0;13.0;66.0
2.0;124262489042;2006;Parda;4.0;11;Feminino;Urbana;1;0;0;20.0;12.0;68.0
2.0;123416889184;2006;Parda;4.0;11;Feminino;Urbana;0;0;1;20.0;12.0;68.0
0.0;122337764450;2008;Branco;4.0;9;Masculino;Urbana;0;0;1;22.0;2.0;76.0
0.0;122486087485;2008;Não Declarada;4.0;9;Masculino;Urbana;0;0;1;22.0;2.0;76.0
2.0;121853564612;2006;Não Declarada;4.0;11;Feminino;Urbana;0;0;1;20.0;12.0;68.0
4.0;117209658385;2004;Não Declarada;4.0;13;Feminino;Urbana;0;0;1;16.0;44.0;40.0
2.0;122211018555;2006;Amarela;4.0;11;Feminino;Urbana;0;0;1;21.0;11.0;69.0
0.0;122511937076;2008;Branco;4.0;9;Masculino;Urbana;0;0;1;22.0;2.0;76.0
2.0;122424302706;2006;Branco;4.0;11;Feminino;Urbana;0;0;1;21.0;11.0;69.0
2.0;122214550290;2006;Amarela;4.0;11;Feminino;Urbana;0;0;1;21.0;11.0;69.0
1.0;121939410419;2007;Preta;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
1.0;127789326588;2008;Parda;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
4.0;120665025881;2005;Preta;3.0;12;Masculino;Urbana;0;1;0;23.0;49.0;28.0
4.0;117204914103;2005;Preta;3.0;12;Masculino;Urbana;0;0;1;23.0;49.0;28.0
1.0;122980605254;2008;Parda;3.0;9;Masculino;Urbana;1;0;0;30.0;6.0;64.0
1.0;122969085355;2008;Não Declarada;3.0;9;Masculino;Urbana;0;1;0;30.0;6.0;64.0
1.0;120900678029;2008;Parda;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
2.0;121929941683;2007;Branco;3.0;10;Feminino;Urbana;0;1;0;30.0;12.0;58.0
6.0;110999126791;2003;Não Declarada;3.0;14;Feminino;Urbana;0;1;0;16.0;71.0;13.0
3.0;121842198784;2006;Não Declarada;3.0;11;Masculino;Urbana;0;1;0;27.0;31.0;42.0
1.0;127280440583;2008;Branco;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
2.0;121939285843;2007;Branco;3.0;10;Masculino;Urbana;0;0;1;30.0;14.0;56.0
1.0;124081055440;2008;Não Declarada;3.0;9;Masculino;Urbana;0;1;0;30.0;6.0;64.0
2.0;122428172564;2007;Branco;3.0;10;Masculino;Urbana;0;1;0;30.0;14.0;56.0
2.0;122710250011;2007;Não Declarada;3.0;10;Feminino;Urbana;0;1;0;29.0;13.0;57.0
2.0;121768084016;2007;Branco;3.0;10;Masculino;Urbana;0;0;1;30.0;14.0;56.0
2.0;123365385982;2007;Não Declarada;3.0;10;Feminino;Urbana;0;1;0;29.0;13.0;57.0
2.0;122476824991;2007;Parda;3.0;10;Masculino;Urbana;0;1;0;30.0;15.0;55.0
2.0;120665098331;2005;Parda;5.0;12;Masculino;Urbana;0;0;1;14.0;12.0;74.0
1.0;120665067452;2006;Parda;5.0;11;Feminino;Urbana;1;0;0;14.0;4.0;81.0
2.0;121866823620;2005;Não Declarada;5.0;12;Feminino;Urbana;0;0;1;14.0;10.0;76.0
5.0;122505081866;2002;Parda;5.0;15;Masculino;Urbana;0;0;1;9.0;58.0;33.0
2.0;123372092456;2005;Parda;5.0;12;Feminino;Urbana;0;0;1;14.0;10.0;76.0
2.0;119567605555;2005;Branco;5.0;12;Masculino;Urbana;0;0;1;14.0;10.0;75.0
3.0;120729717053;2004;Preta;5.0;13;Masculino;Urbana;0;1;0;13.0;25.0;63.0
2.0;120553807969;2005;Parda;5.0;12;Masculino;Urbana;0;0;1;14.0;12.0;74.0
2.0;117441624338;2001;Não Declarada;9.0;16;Masculino;Urbana;1;0;0;3.0;7.0;90.0
1.0;113052131140;2002;Não Declarada;9.0;15;Feminino;Urbana;0;0;1;3.0;3.0;94.0
0.0;112147394407;2003;Não Declarada;9.0;14;Feminino;Urbana;1;0;0;3.0;1.0;95.0
1.0;117518898402;2002;Branco;9.0;15;Masculino;Urbana;0;0;1;3.0;3.0;94.0
1.0;114944268890;2002;Parda;9.0;15;Feminino;Urbana;0;0;1;3.0;3.0;94.0
2.0;116699737278;2001;Preta;9.0;16;Masculino;Urbana;0;0;1;3.0;7.0;90.0
1.0;116833938309;2002;Não Declarada;9.0;15;Feminino;Urbana;0;0;1;3.0;3.0;94.0
0.0;110946936500;2003;Não Declarada;9.0;14;Masculino;Urbana;0;0;1;4.0;1.0;95.0
2.0;119057881771;2001;Não Declarada;9.0;16;Masculino;Urbana;0;0;1;3.0;7.0;90.0
1.0;113990674861;2002;Parda;9.0;15;Masculino;Urbana;0;0;1;3.0;3.0;94.0
2.0;111321495926;2001;Preta;9.0;16;Feminino;Urbana;0;0;1;3.0;6.0;91.0
1.0;119179906507;2002;Não Declarada;9.0;15;Feminino;Rural;1;0;0;10.0;2.0;88.0
2.0;114491226716;2001;Preta;9.0;16;Masculino;Urbana;0;0;1;3.0;7.0;90.0
2.0;111679344667;2001;Não Declarada;9.0;16;Masculino;Urbana;0;0;1;3.0;7.0;90.0
2.0;122417698004;2007;Não Declarada;3.0;10;Masculino;Urbana;0;1;0;30.0;15.0;55.0
2.0;127471741405;2007;Preta;3.0;10;Masculino;Urbana;0;1;0;30.0;15.0;55.0
0.0;126051415512;2009;Parda;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
1.0;126051412505;2008;Branco;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;124262105830;2006;Parda;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
1.0;123625766638;2006;Branco;5.0;11;Masculino;Urbana;0;0;1;15.0;4.0;81.0
2.0;123148136500;2005;Parda;5.0;12;Masculino;Urbana;0;1;0;14.0;12.0;74.0
1.0;116615617560;2006;Parda;5.0;11;Masculino;Urbana;1;0;0;15.0;5.0;80.0
1.0;121855358114;2006;Não Declarada;5.0;11;Feminino;Urbana;0;0;1;14.0;4.0;81.0
1.0;121529208210;2006;Preta;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
4.0;112283385589;2003;Parda;5.0;14;Masculino;Urbana;0;0;1;11.0;42.0;47.0
1.0;122214241581;2006;Amarela;5.0;11;Masculino;Urbana;1;0;0;15.0;4.0;81.0
1.0;121343923122;2006;Não Declarada;5.0;11;Masculino;Urbana;0;1;0;15.0;5.0;80.0
2.0;120586128416;2005;Parda;5.0;12;Masculino;Urbana;0;0;1;14.0;12.0;74.0
0.0;120553359281;2007;Branco;5.0;10;Masculino;Urbana;0;0;1;15.0;2.0;83.0
1.0;120553281312;2006;Branco;5.0;11;Masculino;Urbana;0;0;1;15.0;4.0;81.0
2.0;121864510268;2005;Não Declarada;5.0;12;Feminino;Urbana;0;0;1;14.0;10.0;76.0
0.0;120553243909;2007;Branco;5.0;10;Feminino;Urbana;0;0;1;15.0;1.0;83.0
1.0;124269504128;2006;Parda;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
1.0;122424179831;2006;Branco;5.0;11;Feminino;Urbana;0;0;1;15.0;4.0;82.0
1.0;121570221471;2006;Preta;5.0;11;Feminino;Urbana;1;0;0;14.0;4.0;81.0
0.0;124262324205;2007;Parda;5.0;10;Feminino;Urbana;0;0;1;15.0;2.0;83.0
1.0;124268915566;2006;Preta;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
0.0;125370505259;2009;Parda;3.0;8;Masculino;Urbana;0;0;1;30.0;2.0;68.0
3.0;121618320261;2006;Não Declarada;3.0;11;Masculino;Urbana;0;1;0;27.0;31.0;42.0
1.0;126308286035;2008;Branco;3.0;9;Masculino;Urbana;1;0;0;30.0;5.0;64.0
0.0;123463528966;2009;Não Declarada;3.0;8;Masculino;Urbana;0;0;1;30.0;2.0;68.0
1.0;122424084105;2008;Branco;3.0;9;Masculino;Urbana;1;0;0;30.0;5.0;64.0
0.0;122382008007;2009;Não Declarada;3.0;8;Masculino;Urbana;0;0;1;30.0;2.0;68.0
1.0;124320713442;2008;Parda;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
0.0;123828911225;2009;Não Declarada;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
1.0;124342086815;2008;Não Declarada;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
1.0;124178494960;2008;Branco;3.0;9;Masculino;Urbana;0;0;1;30.0;5.0;64.0
1.0;123807574459;2008;Parda;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;123782843222;2008;Não Declarada;3.0;9;Feminino;Urbana;1;0;0;30.0;5.0;65.0
1.0;123372497430;2008;Não Declarada;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
1.0;123244351793;2008;Branco;3.0;9;Masculino;Urbana;1;0;0;30.0;5.0;64.0
1.0;123209064368;2008;Branco;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
4.0;122569585407;2005;Não Declarada;3.0;12;Feminino;Urbana;0;0;1;23.0;47.0;30.0
1.0;121173932258;2008;Preta;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
0.0;121127491104;2009;Não Declarada;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
2.0;122424140978;2007;Preta;3.0;10;Feminino;Urbana;0;1;0;29.0;13.0;57.0
1.0;121369627792;2008;Branco;3.0;9;Masculino;Urbana;0;0;1;30.0;5.0;64.0
0.0;157674903256;2011;Branco;1.0;6;Masculino;Urbana;1;0;0;49.0;3.0;48.0
1.0;157674941263;2010;Preta;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
1.0;150808143220;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;150810314370;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
2.0;127533457080;2009;Parda;1.0;8;Masculino;Urbana;1;0;0;51.0;18.0;31.0
1.0;123867444853;2010;Branco;1.0;7;Masculino;Urbana;1;0;0;52.0;7.0;42.0
1.0;127349931475;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
1.0;126214978022;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;126218493694;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
1.0;126214926731;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;124288934086;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
1.0;124213387606;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
1.0;124213461695;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
1.0;124228186768;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
2.0;123511203618;2009;Parda;1.0;8;Masculino;Urbana;0;1;0;51.0;18.0;31.0
1.0;123521117226;2010;Parda;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
3.0;122423153669;2008;Preta;1.0;9;Masculino;Urbana;0;1;0;45.0;33.0;21.0
3.0;126057623354;2008;Parda;1.0;9;Masculino;Urbana;0;1;0;45.0;33.0;21.0
2.0;125054903258;2009;Parda;1.0;8;Masculino;Urbana;0;1;0;51.0;18.0;31.0
1.0;124360887484;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
1.0;123951586825;2010;Parda;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
0.0;124213879576;2011;Não Declarada;1.0;6;Masculino;Urbana;1;0;0;50.0;3.0;47.0
