Anos_de_Atraso;CO_PESSOA_FISICA;NU_ANO;Raça/Cor;etapa;idade_calculada;Sexo;Zona Residencial;Evasao;rep;prom;Probabilidade de Evasão;Probabilidade de Repetência;Probabilidade de Promoção
1.0;121732695180;2006;Parda;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
2.0;124177991464;2009;Branco;1.0;8;Masculino;Urbana;0;1;0;51.0;16.0;32.0
1.0;123588546625;2007;Branco;4.0;10;Feminino;Urbana;0;0;1;21.0;4.0;75.0
0.0;124150963931;2010;Preta;2.0;7;Masculino;Urbana;0;0;1;40.0;3.0;58.0
4.0;110848989006;2003;Parda;5.0;14;Masculino;Urbana;0;1;0;11.0;42.0;47.0
0.0;124177340366;2009;Branco;3.0;8;Feminino;Urbana;1;0;0;29.0;2.0;69.0
0.0;124076645404;2010;Branco;2.0;7;Masculino;Urbana;0;0;1;39.0;2.0;58.0
2.0;121160744288;2005;Parda;5.0;12;Feminino;Urbana;0;1;0;14.0;10.0;76.0
2.0;119933178996;2004;Branco;6.0;13;Masculino;Urbana;1;0;0;9.0;9.0;81.0
2.0;121840048556;2005;Parda;5.0;12;Feminino;Urbana;0;0;1;14.0;10.0;76.0
1.0;124043084675;2006;Não Declarada;5.0;11;Feminino;Urbana;0;0;1;14.0;4.0;81.0
2.0;123008210286;2004;Branco;6.0;13;Feminino;Urbana;0;0;1;9.0;8.0;83.0
2.0;123832932614;2007;Branco;3.0;10;Feminino;Urbana;0;1;0;30.0;12.0;58.0
2.0;121458752550;2006;Preta;4.0;11;Masculino;Urbana;0;0;1;21.0;13.0;66.0
2.0;123149283000;2005;Preta;5.0;12;Feminino;Urbana;0;1;0;14.0;10.0;76.0
1.0;122729497896;2005;Não Declarada;6.0;12;Feminino;Urbana;0;0;1;10.0;4.0;86.0
1.0;117113337006;2005;Parda;6.0;12;Feminino;Urbana;0;0;1;10.0;4.0;86.0
1.0;121345581563;2006;Não Declarada;5.0;11;Feminino;Urbana;1;0;0;14.0;4.0;81.0
1.0;121320649970;2005;Parda;6.0;12;Feminino;Urbana;0;0;1;10.0;4.0;86.0
1.0;122808195116;2007;Parda;4.0;10;Masculino;Urbana;0;0;1;21.0;5.0;73.0
4.0;120723818192;2003;Parda;5.0;14;Feminino;Urbana;0;0;1;11.0;40.0;50.0
4.0;121599689439;2005;Preta;3.0;12;Feminino;Urbana;0;1;0;23.0;47.0;30.0
2.0;122948042606;2007;Preta;3.0;10;Masculino;Urbana;0;0;1;30.0;15.0;55.0
1.0;123409958095;2008;Preta;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;116838389559;2003;Não Declarada;8.0;14;Feminino;Urbana;0;0;1;5.0;3.0;92.0
1.0;121165638443;2008;Preta;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
0.0;119241481616;2007;Parda;5.0;10;Feminino;Urbana;0;0;1;15.0;2.0;83.0
2.0;113883333920;2005;Não Declarada;5.0;12;Feminino;Urbana;1;0;0;14.0;10.0;76.0
3.0;118342376450;2002;Branco;7.0;15;Masculino;Urbana;0;1;0;6.0;17.0;77.0
3.0;118342382000;2002;Parda;7.0;15;Feminino;Urbana;0;1;0;6.0;17.0;77.0
1.0;122782983210;2007;Não Declarada;4.0;10;Masculino;Urbana;0;0;1;21.0;5.0;73.0
1.0;121388367709;2006;Parda;5.0;11;Feminino;Urbana;0;0;1;14.0;4.0;81.0
4.0;116646923042;2003;Parda;5.0;14;Masculino;Urbana;0;1;0;11.0;42.0;47.0
3.0;112132189853;2004;Não Declarada;5.0;13;Feminino;Urbana;0;1;0;12.0;22.0;65.0
1.0;121579983650;2006;Branco;5.0;11;Masculino;Urbana;1;0;0;15.0;4.0;81.0
1.0;121345810775;2005;Parda;6.0;12;Feminino;Urbana;1;0;0;10.0;4.0;86.0
6.0;116854624303;2004;Parda;2.0;13;Feminino;Urbana;0;1;0;22.0;69.0;9.0
3.0;111920255205;2004;Parda;5.0;13;Feminino;Urbana;0;0;1;12.0;22.0;65.0
3.0;119493477613;2003;Parda;6.0;14;Feminino;Urbana;0;0;1;8.0;20.0;72.0
0.0;122490330801;2007;Parda;5.0;10;Feminino;Urbana;0;0;1;15.0;2.0;83.0
2.0;110849163551;2003;Não Declarada;7.0;14;Masculino;Urbana;0;0;1;6.0;9.0;85.0
0.0;123305459084;2008;Branco;4.0;9;Feminino;Urbana;0;0;1;21.0;2.0;77.0
2.0;116934257773;2004;Preta;6.0;13;Feminino;Urbana;0;0;1;9.0;9.0;82.0
3.0;119083964581;2004;Branco;5.0;13;Masculino;Urbana;0;0;1;13.0;23.0;65.0
1.0;123622351909;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
6.0;114505574570;2001;Branco;5.0;16;Masculino;Urbana;0;0;1;8.0;68.0;24.0
2.0;121940301822;2006;Preta;4.0;11;Masculino;Urbana;0;0;1;21.0;13.0;66.0
1.0;119009174912;2004;Branco;7.0;13;Masculino;Urbana;0;1;0;7.0;3.0;90.0
1.0;119534056307;2005;Parda;6.0;12;Masculino;Urbana;1;0;0;10.0;4.0;86.0
3.0;116745360119;2003;Preta;6.0;14;Masculino;Urbana;0;0;1;8.0;21.0;70.0
2.0;110698124803;2003;Parda;7.0;14;Masculino;Urbana;0;0;1;6.0;9.0;85.0
1.0;120436955686;2005;Branco;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
1.0;110999684026;2005;Não Declarada;6.0;12;Masculino;Urbana;1;0;0;10.0;4.0;86.0
2.0;116529195970;2003;Não Declarada;7.0;14;Feminino;Urbana;0;1;0;6.0;8.0;86.0
2.0;117147582739;2006;Não Declarada;4.0;11;Feminino;Urbana;0;0;1;20.0;12.0;68.0
1.0;121843490462;2007;Parda;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
3.0;122030180970;2006;Não Declarada;3.0;11;Masculino;Urbana;0;1;0;27.0;31.0;42.0
2.0;116557349545;2004;Preta;6.0;13;Feminino;Urbana;0;0;1;9.0;9.0;82.0
1.0;116679975564;2005;Branco;6.0;12;Feminino;Urbana;0;0;1;10.0;3.0;87.0
4.0;116389982487;2002;Parda;6.0;15;Masculino;Urbana;0;0;1;7.0;38.0;55.0
3.0;110711943647;2002;Parda;7.0;15;Masculino;Urbana;0;0;1;6.0;19.0;76.0
0.0;119905217974;2006;Não Declarada;6.0;11;Feminino;Urbana;1;0;0;10.0;1.0;88.0
5.0;119510617805;2001;Parda;6.0;16;Masculino;Urbana;0;0;1;6.0;53.0;41.0
1.0;119625278167;2005;Não Declarada;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
1.0;117794624842;2005;Branco;6.0;12;Feminino;Urbana;1;0;0;10.0;3.0;87.0
3.0;121844404187;2004;Parda;5.0;13;Masculino;Urbana;0;0;1;13.0;25.0;63.0
2.0;121801834295;2007;Parda;3.0;10;Masculino;Urbana;0;0;1;30.0;15.0;55.0
1.0;121866095098;2007;Parda;4.0;10;Masculino;Urbana;1;0;0;21.0;5.0;73.0
1.0;119073150395;2005;Branco;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
2.0;119709357238;2003;Parda;7.0;14;Feminino;Urbana;0;0;1;6.0;8.0;86.0
1.0;119712840254;2005;Preta;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
2.0;116749045501;2004;Parda;6.0;13;Masculino;Urbana;0;0;1;9.0;10.0;81.0
1.0;125217728280;2008;Parda;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
2.0;125190212334;2009;Parda;1.0;8;Masculino;Urbana;1;0;0;51.0;18.0;31.0
2.0;126221218305;2009;Não Declarada;1.0;8;Masculino;Urbana;1;0;0;51.0;18.0;31.0
1.0;125217931166;2007;Não Declarada;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
4.0;125186544107;2002;Preta;6.0;15;Masculino;Urbana;0;0;1;7.0;38.0;55.0
1.0;125382836204;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;126189290204;2009;Preta;2.0;8;Masculino;Urbana;1;0;0;41.0;7.0;52.0
1.0;126209056481;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;125194221141;2008;Parda;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
2.0;130233452280;2008;Parda;2.0;9;Masculino;Urbana;1;0;0;41.0;17.0;43.0
1.0;127349938640;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
1.0;149883240871;2007;Não Declarada;4.0;10;Feminino;Urbana;1;0;0;21.0;5.0;74.0
2.0;127333110345;2009;Branco;1.0;8;Masculino;Urbana;0;1;0;51.0;16.0;32.0
0.0;127385319032;2011;Parda;1.0;6;Masculino;Urbana;1;0;0;50.0;3.0;47.0
0.0;127380679561;2011;Branco;1.0;6;Masculino;Urbana;1;0;0;49.0;3.0;48.0
1.0;127296817444;2005;Preta;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
1.0;130059955936;2007;Branco;4.0;10;Masculino;Urbana;0;0;1;22.0;5.0;74.0
0.0;126166215680;2011;Branco;1.0;6;Feminino;Urbana;1;0;0;48.0;2.0;49.0
1.0;127351622301;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
3.0;126361851353;2006;Não Declarada;3.0;11;Masculino;Urbana;0;1;0;27.0;31.0;42.0
1.0;126230383925;2008;Branco;3.0;9;Masculino;Urbana;1;0;0;30.0;5.0;64.0
1.0;149881248433;2007;Não Declarada;4.0;10;Feminino;Urbana;1;0;0;21.0;5.0;74.0
3.0;127296526121;2005;Preta;4.0;12;Masculino;Urbana;0;0;1;19.0;28.0;53.0
1.0;127418618890;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
1.0;123957571102;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
1.0;122551981262;2004;Não Declarada;7.0;13;Masculino;Urbana;0;0;1;7.0;4.0;89.0
3.0;120413269646;2003;Não Declarada;6.0;14;Masculino;Urbana;0;0;1;8.0;21.0;70.0
3.0;110244844169;2001;Não Declarada;8.0;16;Feminino;Urbana;0;0;1;4.0;15.0;81.0
3.0;121372724663;2006;Branco;3.0;11;Masculino;Urbana;0;1;0;28.0;28.0;44.0
1.0;119525475637;2005;Não Declarada;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
2.0;119131773000;2004;Parda;6.0;13;Masculino;Urbana;0;0;1;9.0;10.0;81.0
1.0;117131297878;2004;Não Declarada;7.0;13;Masculino;Urbana;1;0;0;7.0;4.0;89.0
0.0;125316832913;2010;Parda;2.0;7;Masculino;Urbana;0;0;1;40.0;3.0;58.0
1.0;130274559233;2010;Parda;1.0;7;Feminino;Urbana;0;1;0;51.0;7.0;42.0
1.0;123923611187;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
2.0;116530895980;2004;Parda;6.0;13;Masculino;Urbana;0;0;1;9.0;10.0;81.0
2.0;125154126377;2007;Parda;3.0;10;Masculino;Urbana;0;0;1;30.0;15.0;55.0
1.0;127416067579;2008;Preta;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;122765138965;2007;Branco;4.0;10;Masculino;Urbana;0;0;1;22.0;5.0;74.0
1.0;123380325006;2008;Parda;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
1.0;125137464065;2009;Não Declarada;2.0;8;Feminino;Urbana;0;0;1;40.0;6.0;54.0
2.0;125072113344;2009;Não Declarada;1.0;8;Masculino;Urbana;1;0;0;51.0;18.0;31.0
0.0;125368666887;2008;Não Declarada;4.0;9;Masculino;Urbana;0;0;1;22.0;2.0;76.0
1.0;120953479357;2003;Não Declarada;8.0;14;Feminino;Urbana;1;0;0;5.0;3.0;92.0
0.0;125379577333;2008;Não Declarada;4.0;9;Feminino;Urbana;0;0;1;21.0;2.0;77.0
2.0;127295245927;2006;Branco;4.0;11;Feminino;Urbana;0;0;1;21.0;11.0;69.0
1.0;127318941800;2010;Não Declarada;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;123581220333;2010;Não Declarada;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
0.0;123161535188;2006;Branco;6.0;11;Feminino;Urbana;0;0;1;10.0;1.0;88.0
1.0;125227004721;2008;Parda;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
1.0;123806601746;2009;Parda;2.0;8;Feminino;Urbana;0;0;1;40.0;6.0;54.0
1.0;125360345003;2010;Não Declarada;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;125378936542;2010;Branco;1.0;7;Masculino;Urbana;1;0;0;52.0;7.0;42.0
3.0;124669006109;2005;Branco;4.0;12;Masculino;Urbana;0;0;1;19.0;26.0;55.0
2.0;122694264955;2004;Preta;6.0;13;Feminino;Urbana;0;0;1;9.0;9.0;82.0
1.0;120654304946;2005;Parda;6.0;12;Masculino;Urbana;1;0;0;10.0;4.0;86.0
1.0;123378367384;2008;Preta;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;123821320000;2009;Branco;2.0;8;Masculino;Urbana;0;0;1;41.0;6.0;53.0
0.0;125368128478;2010;Branco;2.0;7;Masculino;Urbana;1;0;0;39.0;2.0;58.0
0.0;124364938393;2005;Parda;7.0;12;Masculino;Urbana;0;0;1;7.0;2.0;91.0
2.0;119830484539;2003;Parda;7.0;14;Feminino;Urbana;0;1;0;6.0;8.0;86.0
1.0;125381791576;2007;Parda;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
0.0;123500514803;2008;Branco;4.0;9;Feminino;Urbana;0;0;1;21.0;2.0;77.0
1.0;121984317260;2006;Branco;5.0;11;Masculino;Urbana;0;1;0;15.0;4.0;81.0
2.0;130038556706;2007;Parda;3.0;10;Masculino;Urbana;0;0;1;30.0;15.0;55.0
2.0;122957289678;2007;Branco;3.0;10;Feminino;Urbana;0;1;0;30.0;12.0;58.0
3.0;118375742430;2001;Branco;8.0;16;Feminino;Urbana;1;0;0;4.0;14.0;82.0
0.0;124002631752;2009;Branco;3.0;8;Feminino;Urbana;0;0;1;29.0;2.0;69.0
0.0;123969504871;2008;Parda;4.0;9;Masculino;Urbana;1;0;0;22.0;2.0;76.0
2.0;116745014806;2004;Não Declarada;6.0;13;Masculino;Urbana;0;0;1;9.0;10.0;81.0
1.0;125341091700;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
2.0;120732695910;2005;Branco;5.0;12;Masculino;Urbana;1;0;0;14.0;10.0;75.0
1.0;122504375998;2006;Parda;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
1.0;124196380777;2009;Branco;2.0;8;Masculino;Urbana;0;0;1;41.0;6.0;53.0
1.0;124415340090;2010;Preta;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
0.0;123373144131;2010;Parda;2.0;7;Feminino;Urbana;0;0;1;39.0;2.0;59.0
0.0;121100904050;2006;Parda;6.0;11;Feminino;Urbana;1;0;0;10.0;1.0;88.0
1.0;123667469704;2007;Não Declarada;4.0;10;Masculino;Urbana;0;0;1;21.0;5.0;73.0
1.0;123407791037;2008;Parda;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
0.0;124167394501;2011;Branco;1.0;6;Feminino;Urbana;1;0;0;48.0;2.0;49.0
2.0;117921047580;2004;Parda;6.0;13;Masculino;Urbana;1;0;0;9.0;10.0;81.0
1.0;121786868775;2004;Branco;7.0;13;Masculino;Urbana;0;0;1;7.0;3.0;90.0
1.0;116605098403;2005;Parda;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
1.0;122940251648;2010;Branco;1.0;7;Masculino;Urbana;1;0;0;52.0;7.0;42.0
1.0;124404935705;2010;Branco;1.0;7;Masculino;Urbana;1;0;0;52.0;7.0;42.0
0.0;123814593919;2006;Parda;6.0;11;Masculino;Urbana;0;0;1;11.0;2.0;88.0
1.0;123888942208;2009;Preta;2.0;8;Feminino;Urbana;0;0;1;40.0;6.0;54.0
0.0;125004516153;2011;Parda;1.0;6;Feminino;Urbana;1;0;0;49.0;3.0;49.0
1.0;124030961567;2010;Parda;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
3.0;121161415245;2006;Branco;3.0;11;Masculino;Urbana;0;0;1;28.0;28.0;44.0
3.0;117420738598;2004;Não Declarada;5.0;13;Masculino;Urbana;0;0;1;13.0;25.0;63.0
1.0;124026643637;2006;Parda;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
1.0;125341068130;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;123792408332;2010;Parda;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
0.0;149900588010;2009;Branco;3.0;8;Feminino;Urbana;1;0;0;29.0;2.0;69.0
0.0;127521434276;2011;Branco;1.0;6;Masculino;Urbana;1;0;0;49.0;3.0;48.0
0.0;127829245753;2011;Branco;1.0;6;Feminino;Urbana;1;0;0;48.0;2.0;49.0
1.0;127605914171;2010;Preta;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
0.0;127627277310;2011;Branco;1.0;6;Feminino;Urbana;1;0;0;48.0;2.0;49.0
0.0;127717013834;2011;Branco;1.0;6;Feminino;Urbana;1;0;0;48.0;2.0;49.0
1.0;149925832887;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
1.0;149864671315;2010;Branco;1.0;7;Masculino;Urbana;1;0;0;52.0;7.0;42.0
0.0;149866817295;2011;Preta;1.0;6;Masculino;Urbana;1;0;0;50.0;3.0;47.0
1.0;149864636242;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
3.0;127737976123;2006;Parda;3.0;11;Masculino;Urbana;0;0;1;27.0;31.0;42.0
3.0;144632101353;2004;Parda;5.0;13;Feminino;Urbana;0;0;1;12.0;22.0;65.0
1.0;150000822220;2005;Parda;6.0;12;Feminino;Urbana;1;0;0;10.0;4.0;86.0
2.0;150002946458;2004;Parda;6.0;13;Feminino;Urbana;1;0;0;9.0;9.0;82.0
0.0;130043908844;2007;Branco;5.0;10;Feminino;Urbana;0;0;1;15.0;1.0;83.0
0.0;127447788340;2010;Branco;2.0;7;Masculino;Urbana;1;0;0;39.0;2.0;58.0
1.0;130131232141;2010;Parda;1.0;7;Feminino;Urbana;0;1;0;51.0;7.0;42.0
3.0;130123073544;2002;Preta;7.0;15;Masculino;Urbana;0;1;0;6.0;19.0;76.0
3.0;149924061739;2008;Preta;1.0;9;Masculino;Urbana;1;0;0;45.0;33.0;21.0
1.0;130462608734;2010;Parda;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
2.0;127622380643;2005;Parda;5.0;12;Feminino;Urbana;0;0;1;14.0;10.0;76.0
0.0;127623305726;2007;Parda;5.0;10;Feminino;Urbana;0;0;1;15.0;2.0;83.0
1.0;127928538759;2009;Parda;2.0;8;Masculino;Urbana;0;0;1;41.0;7.0;52.0
3.0;128019618170;2006;Parda;3.0;11;Masculino;Urbana;0;0;1;27.0;31.0;42.0
0.0;149961277677;2010;Parda;2.0;7;Feminino;Urbana;1;0;0;39.0;2.0;59.0
1.0;130205514200;2010;Parda;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
3.0;110487790846;2003;Não Declarada;6.0;14;Feminino;Urbana;0;0;1;8.0;20.0;72.0
1.0;120787408530;2007;Parda;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
0.0;119003194113;2004;Branco;8.0;13;Masculino;Urbana;1;0;0;5.0;1.0;94.0
1.0;127625093866;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
2.0;149926255689;2007;Parda;3.0;10;Feminino;Urbana;1;0;0;29.0;13.0;57.0
1.0;127949078323;2007;Branco;4.0;10;Feminino;Urbana;0;0;1;21.0;4.0;75.0
1.0;149935242934;2008;Parda;3.0;9;Feminino;Urbana;1;0;0;30.0;5.0;65.0
2.0;111925893196;2002;Parda;8.0;15;Feminino;Urbana;1;0;0;4.0;7.0;89.0
1.0;149922197218;2010;Branco;1.0;7;Masculino;Urbana;1;0;0;52.0;7.0;42.0
2.0;127691074297;2009;Parda;1.0;8;Masculino;Urbana;1;0;0;51.0;18.0;31.0
0.0;127849815334;2010;Não Declarada;2.0;7;Feminino;Urbana;1;0;0;39.0;2.0;59.0
2.0;130103030335;2008;Não Declarada;2.0;9;Feminino;Urbana;1;0;0;40.0;15.0;45.0
1.0;121471889725;2005;Branco;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
2.0;119575500902;2004;Não Declarada;6.0;13;Feminino;Urbana;0;0;1;9.0;9.0;82.0
0.0;121678982740;2006;Parda;6.0;11;Feminino;Urbana;0;0;1;10.0;1.0;88.0
1.0;123683442416;2008;Não Declarada;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;123380439362;2008;Preta;3.0;9;Masculino;Urbana;0;0;1;30.0;6.0;64.0
4.0;121242479138;2004;Branco;4.0;13;Masculino;Urbana;0;0;1;16.0;44.0;40.0
5.0;116538838714;2001;Parda;6.0;16;Feminino;Urbana;0;0;1;6.0;51.0;43.0
1.0;122183735804;2009;Não Declarada;2.0;8;Feminino;Urbana;0;0;1;40.0;6.0;54.0
1.0;122172352305;2007;Parda;4.0;10;Feminino;Urbana;1;0;0;21.0;5.0;74.0
2.0;119324109889;2005;Não Declarada;5.0;12;Masculino;Urbana;0;1;0;14.0;12.0;74.0
1.0;124316822003;2007;Branco;4.0;10;Masculino;Urbana;0;0;1;22.0;5.0;74.0
1.0;120202368938;2005;Branco;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
1.0;121365240389;2005;Não Declarada;6.0;12;Feminino;Urbana;1;0;0;10.0;4.0;86.0
2.0;121499352017;2005;Preta;5.0;12;Feminino;Urbana;0;0;1;14.0;10.0;76.0
1.0;120935131964;2005;Branco;6.0;12;Masculino;Urbana;1;0;0;10.0;4.0;86.0
4.0;119246050745;2003;Branco;5.0;14;Feminino;Urbana;0;1;0;11.0;37.0;52.0
1.0;127487893269;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;122737617838;2006;Não Declarada;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
1.0;130058852408;2010;Branco;1.0;7;Masculino;Urbana;1;0;0;52.0;7.0;42.0
2.0;112207902063;2003;Parda;7.0;14;Feminino;Urbana;0;1;0;6.0;8.0;86.0
3.0;119080157057;2002;Parda;7.0;15;Masculino;Urbana;0;0;1;6.0;19.0;76.0
1.0;120604815114;2005;Parda;6.0;12;Feminino;Urbana;0;0;1;10.0;4.0;86.0
1.0;120691122171;2008;Preta;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
0.0;121303457279;2007;Parda;5.0;10;Feminino;Urbana;0;0;1;15.0;2.0;83.0
2.0;120712185908;2006;Branco;4.0;11;Feminino;Urbana;1;0;0;21.0;11.0;69.0
1.0;123952162166;2006;Não Declarada;5.0;11;Masculino;Urbana;0;0;1;15.0;5.0;80.0
1.0;124333620243;2009;Parda;2.0;8;Feminino;Urbana;0;0;1;40.0;6.0;54.0
1.0;123017769568;2005;Não Declarada;6.0;12;Masculino;Urbana;0;0;1;10.0;4.0;86.0
0.0;123388148944;2009;Branco;3.0;8;Masculino;Urbana;0;0;1;30.0;2.0;68.0
0.0;124320317172;2010;Parda;2.0;7;Masculino;Urbana;0;0;1;40.0;3.0;58.0
2.0;120705212571;2006;Branco;4.0;11;Masculino;Urbana;0;0;1;21.0;12.0;67.0
4.0;121642354448;2005;Preta;3.0;12;Masculino;Urbana;0;1;0;23.0;49.0;28.0
3.0;117253846639;2005;Não Declarada;4.0;12;Masculino;Urbana;1;0;0;19.0;28.0;53.0
2.0;121240910346;2006;Parda;4.0;11;Masculino;Urbana;0;0;1;21.0;13.0;66.0
2.0;122229663703;2007;Parda;3.0;10;Masculino;Urbana;0;0;1;30.0;15.0;55.0
2.0;117280682404;2004;Branco;6.0;13;Feminino;Urbana;0;0;1;9.0;8.0;83.0
1.0;124333709570;2009;Parda;2.0;8;Feminino;Urbana;0;0;1;40.0;6.0;54.0
2.0;123567052283;2008;Não Declarada;2.0;9;Masculino;Urbana;1;0;0;41.0;17.0;43.0
1.0;123889002985;2009;Preta;2.0;8;Feminino;Urbana;0;0;1;40.0;6.0;54.0
1.0;123497829055;2009;Não Declarada;2.0;8;Masculino;Urbana;0;0;1;41.0;7.0;52.0
4.0;112321104421;2001;Parda;7.0;16;Masculino;Urbana;1;0;0;5.0;33.0;62.0
0.0;130031274462;2010;Não Declarada;2.0;7;Feminino;Urbana;1;0;0;39.0;2.0;59.0
1.0;122406306479;2007;Preta;4.0;10;Feminino;Urbana;0;0;1;21.0;5.0;74.0
2.0;121450696154;2004;Parda;6.0;13;Masculino;Urbana;0;0;1;9.0;10.0;81.0
0.0;121864464991;2006;Não Declarada;6.0;11;Masculino;Urbana;0;0;1;11.0;2.0;88.0
0.0;124079694996;2010;Parda;2.0;7;Feminino;Urbana;0;0;1;39.0;2.0;59.0
2.0;122672915252;2005;Preta;5.0;12;Feminino;Urbana;0;0;1;14.0;10.0;76.0
1.0;122957374780;2005;Branco;6.0;12;Feminino;Urbana;0;0;1;10.0;3.0;87.0
3.0;116408498409;2005;Preta;4.0;12;Feminino;Urbana;0;0;1;19.0;26.0;56.0
0.0;124414523396;2011;Branco;1.0;6;Masculino;Urbana;1;0;0;49.0;3.0;48.0
2.0;111377489743;2003;Não Declarada;7.0;14;Feminino;Urbana;0;0;1;6.0;8.0;86.0
1.0;125007770220;2010;Não Declarada;1.0;7;Feminino;Urbana;1;0;0;51.0;7.0;42.0
2.0;125006337566;2006;Branco;4.0;11;Feminino;Urbana;0;0;1;21.0;11.0;69.0
1.0;124388923230;2008;Branco;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
1.0;124879717621;2010;Parda;1.0;7;Masculino;Urbana;1;0;0;52.0;8.0;41.0
1.0;123242056611;2010;Branco;1.0;7;Feminino;Urbana;1;0;0;51.0;6.0;43.0
1.0;121753009277;2006;Não Declarada;5.0;11;Feminino;Urbana;1;0;0;14.0;4.0;81.0
5.0;122122930461;2003;Não Declarada;4.0;14;Masculino;Urbana;0;0;1;13.0;61.0;25.0
1.0;123616438208;2003;Não Declarada;8.0;14;Feminino;Urbana;0;0;1;5.0;3.0;92.0
1.0;124049129255;2006;Parda;5.0;11;Feminino;Urbana;0;0;1;14.0;4.0;81.0
2.0;120692290680;2005;Preta;5.0;12;Masculino;Urbana;0;0;1;14.0;12.0;74.0
0.0;124177701644;2010;Preta;2.0;7;Masculino;Urbana;0;0;1;40.0;3.0;58.0
1.0;121577898558;2006;Branco;5.0;11;Feminino;Urbana;0;0;1;15.0;4.0;82.0
1.0;122313046353;2008;Branco;3.0;9;Feminino;Urbana;0;0;1;30.0;5.0;65.0
0.0;124215266636;2009;Branco;3.0;8;Masculino;Urbana;0;0;1;30.0;2.0;68.0
2.0;121587106166;2003;Branco;7.0;14;Masculino;Urbana;1;0;0;6.0;8.0;86.0
2.0;120049128123;2004;Branco;6.0;13;Feminino;Urbana;1;0;0;9.0;8.0;83.0
2.0;124277916014;2006;Parda;4.0;11;Feminino;Urbana;0;0;1;20.0;12.0;68.0
2.0;113359196006;2003;Branco;7.0;14;Masculino;Urbana;1;0;0;6.0;8.0;86.0
4.0;113263985557;2000;Parda;8.0;17;Masculino;Urbana;0;0;1;3.0;30.0;67.0
